SH4,PRODUTO
9618,"Manequins e artigos semelhantes; autômatos e cenas animadas, para vitrines e mostruários"
9619,"Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria"
9620,"Monopés, bipés, tripés e artigos semelhantes"
9701,"Quadros, pinturas e desenhos, feitos inteiramente à mâo, exceto os desenhos da posiçâo 4906 e os artigos manufacturados decorados à mâo; colagens e quadros decorativos semelhantes"
9702,"Gravuras, estampas e litografias, originais"
9703,"Produções originais de arte estatuária ou de escultura, de quaisquer matérias"
9704,"Selos postais, selos fiscais, marcas postais, envelopes de primeiro dia (first-day covers), inteiros postais e semelhantes, obliterados, ou não obliterados, exceto os artigos da posição 49.07"
9705,"Coleções e espécimes para coleções, de zoologia, botânica, mineralogia, anatomia, ou apresentando interesse histórico, arqueológico, paleontológico, etnográfico ou numismático"
9706,Antiguidades com mais de 100 anos
9990,Zonas francas (free-shop)
9991,Encomendas postais
9992,Amostras
9993,"Comércio de combustíveis de panol, apetrechos, etc."
9994,Mercadorias em devolução
9995,Mercadorias em arrendamento não financeiro
9996,Bagagem (provenientes de mudanças)
9997,Mercadorias doadas
9998,Consumo de bordo (combustíveis e lubrificantes para embarcações e aeronaves)
9999,Consumo de bordo (exceto combustíveis e lubrificantes); pedras do Capítulo71; qualquer outra mercadoria sem cobertura cambial; reexportação
